term	section	course	instructor	whenWhere
Fall 2001	7240	COUNS-105	Foley	S 9:00-12:00pm LC-103 7/21-7/21
Fall 2001	7247	COUNS-105	Foley	S 9:00-12:00pm LC-109 7/28-7/28
Fall 2001	7281	ASSES-105	Foley	F 5:00-7:50pm TE-107 5/11-5/11
Spring 2002	7511	ASSES-105	Foley	S 10:00-12:50pm TE-107 12/08-12/08
Fall 2005	8093	COUNS-075A	Foley	S 9:00-11:50am H-111 11/05-11/19
Fall 2007	8093	CARER-120	Foley	S 9:00-12:00pm H-113 9/08-9/29
Fall 2006	8230	COUNS-075A	Foley	S 9:00-11:50am H-111 11/04-11/18
Spring 2008	8359	CARER-120	Foley	T 7:00-9:50pm H-113 1/22-2/26
Fall 2004	8613	COUNS-120	Foley	T 7:00-9:50pm BE-211 8/19-12/19
Summer 2003	9006	COUNS-105	Foley	MW 4:00-7:00pm SRV-110A 6/09-6/11
Summer 2003	9007	COUNS-105	Foley	S 9:00-4:00pm SRV-110A 7/12-7/12
Spring 2006	2322	CHEM-108	Fong	MWM 12:30-1:45pm PS-267
Spring 2007	2322	CHEM-108	Fong	MWM 12:30-1:45pm PS-267
Fall 2006	2345	CHEM-108	Fong	TTHW 2:00-3:15pm PS-277
Spring 2007	9185	ENGL-122	Fong	online 1/22-5/25
Spring 2006	9185	ENGL-122	Fong	online 1/22-5/25
Summer 2004	9253	ENGL-122	Fong	MTWTH 8:15-10:20am SRV-215 6/28-8/05
Fall 2004	9992	ENGL-126	Fong	online 8/19-12/19
Fall 2004	9992	ENGL-126	Fong	online 8/19-12/19
Spring 2004	1450	BCA-125	Fonzi	TTH 8:00-9:15am LA-208A
Spring 2002	1450	BCA-125	Fonzi	W 8:00-10:50am ET-114
Fall 2001	4318	BCA-125	Fonzi	W 8:00-10:50am ET-114
Fall 2004	4318	BCA-125	Fonzi	TTH 8:00-9:15am BFL-103 8/19-12/19
Fall 2003	4318	BCA-125	Fonzi	TTH 8:00-9:15am BFL-103
Fall 2002	4318	BCA-125	Fonzi	W 8:00-10:50am ET-114
Spring 2014	1752	COMM-120	Forcari	MTWTH 3:00-5:05pm BFL-112 2/03-3/13
Spring 2014	1758	COMM-120	Forcari	MTWTH 3:00-5:05pm BFL-112 3/24-5/01
Fall 2013	2140	COMM-121	Forcari	TTH 2:00-3:20pm PAC-102
Fall 2014	2140	COMM-121	Forcari	TTH 2:00-3:20pm PS-275
Fall 2013	2612	COMM-120	Forcari	TTH 3:30-4:50pm MA-103
Fall 2014	2612	COMM-120	Forcari	TTH 3:30-4:50pm PS-275
Fall 2014	2616	COMM-120	Forcari	W 3:00-5:50pm MA-251
Fall 2013	2616	COMM-120	Forcari	W 3:00-5:50pm MA-251
Summer 2014	4265	COMM-120	Forcari	MTWTH 10:30-12:35pm BFL-103 6/16-7/24
Spring 2012	1390	MUSIC-174	Forlin	M 9:30-12:20pm M-136
Spring 2014	1390	MUSIC-174	Forlin	M 9:30-12:20pm M-136
Spring 2013	1390	MUSIC-174	Forlin	M 9:30-12:20pm M-136
Spring 2013	1420	MUSIC-174	Forlin	F 9:30-12:20pm M-136
Spring 2012	1420	MUSIC-174	Forlin	F 9:30-12:20pm M-136
Spring 2011	1420	MUSIC-174	Forlin	F 9:30-12:20pm M-136 1/22-5/27
Spring 2014	1420	MUSIC-174	Forlin	F 9:30-12:20pm M-136
Fall 2012	2317	MUSIC-174	Forlin	M 9:30-12:20pm M-136 8/17-12/17
Fall 2013	2317	MUSX-174	Forlin	M 9:30-12:20pm M-136
Fall 2014	2317	MUSX-174	Forlin	M 9:30-12:20pm M-136
Fall 2011	2317	MUSIC-174	Forlin	M 9:30-12:20pm M-136 8/17-12/17
Fall 2011	2323	MUSIC-174	Forlin	F 9:30-12:20pm M-136 8/17-12/17
Fall 2014	2323	MUSX-174	Forlin	F 9:30-12:20pm M-136
Fall 2013	2323	MUSX-174	Forlin	F 9:30-12:20pm M-136
Fall 2012	2323	MUSIC-174	Forlin	F 9:30-12:20pm M-136 8/17-12/17
Summer 2012	3456	MUSIC-299	Forlin	   6/18-7/26
Fall 2010	8019	MUSIC-174	Forlin	M 7:00-9:50pm M-136
Spring 2010	8109	MUSIC-174	Forlin	S 10:00-1:20pm M-136 1/30-5/22
Spring 2007	8109	MUSIC-174	Forlin	S 10:00-1:25pm M-136 1/27-5/19
Spring 2009	8109	MUSIC-174	Forlin	S 10:00-1:20pm M-136 1/24-5/16
Spring 2006	8109	MUSIC-174	Forlin	S 10:00-1:25pm M-136 1/27-5/19
Spring 2008	8109	MUSIC-174	Forlin	S 10:00-1:25pm M-136 1/26-5/17
Spring 2005	8109	MUSIC-174	Forlin	S 10:00-1:25pm M-136 1/28-5/20
Fall 2005	8328	MUSIC-174	Forlin	S 10:00-1:20pm M-136 8/20-12/10
Fall 2006	8328	MUSIC-174	Forlin	S 10:00-1:20pm M-136 8/19-12/09
Fall 2007	8328	MUSIC-174	Forlin	S 10:00-1:20pm M-136 8/25-12/15
Fall 2008	8328	MUSIC-174	Forlin	S 10:00-1:20pm M-136 8/23-12/13
Fall 2009	8328	MUSIC-174	Forlin	S 10:00-1:20pm M-136 8/22-12/12
Fall 2010	8328	MUSIC-174	Forlin	S 10:00-1:20pm M-136 8/14-12/04
Spring 2014	5592	POLSC-121	Forsyth	online
Fall 2013	5692	POLSC-121	Forsyth	online
Fall 2014	5692	POLSC-121	Forsyth	online
Spring 2004	8148	POLSC-121	Forsyth	S 9:00-11:50am LA-220
Spring 2002	8582	POLSC-121	Forsyth	S 9:00-11:50am LA-119
Fall 2002	8608	POLSC-121	Forsyth	S 9:00-12:00pm LA-220
Fall 2001	8608	POLSC-121	Forsyth	S 9:00-12:00pm LA-220
Fall 2003	8608	POLSC-121	Forsyth	S 9:00-12:00pm LA-220
Fall 2004	8608	POLSC-121	Forsyth	S 9:00-12:20pm LA-220 9/11-12/18
Spring 2002	2232	BUSIM-155I	Foster	S 9:00-12:50pm BE-216 3/16-3/23
Spring 2002	2549	BUS-101	Foster	TTH 11:00-12:15pm BE-201
Spring 2002	2707	BUSIM-211	Foster	MW 11:00-12:15pm BE-201
Fall 2001	2872	BUS-101	Foster	MW 9:00-10:15am BE-201
Fall 2001	2873	BUS-101	Foster	TTH 9:30-10:45am BE-201
Spring 2002	5233	BUSIM-155W	Foster	MWF 9:00-9:50am BE-201 1/28-5/03
Spring 2002	5236	BUSIM-155Z	Foster	TTHMWF 9:00-9:50am BE-216 1/28-5/03
Spring 2002	8336	BUSGR-150F	Foster	TH 6:30-9:20pm BE-216 4/18-5/23
Fall 2001	8337	BUSIM-075P	Foster	W 6:30-9:20pm BE-216 10/3-11/7
Spring 2002	8852	BUSIM-072A	Foster	M 6:30-9:30pm BE-216 1/28-3/04
Spring 2002	8855	BUSIM-075P	Foster	M 6:30-9:20pm BE-216 3/11-4/22
Spring 2014	1106	ART-106	Foster	TTH 8:00-10:50am A-302
Spring 2011	1129	ART-105	Foster	TTH 11:00-1:50pm A-301 1/22-5/27
Spring 2012	1142	ART-105	Foster	MW 8:00-10:50am A-301
Spring 2013	1142	ART-105	Foster	MW 8:00-10:50am A-301
Fall 2014	8274	ART-105	Foster	MW 4:00-6:50pm A-102
Fall 2013	8274	ART-105	Foster	MW 4:00-6:50pm A-102
Spring 2013	1304	FRNCH-120	Fournier	MWTTH 12:30-1:45pm ATC-114
Spring 2012	1304	FRNCH-120	Fournier	MWTTH 12:30-1:45pm ATC-114
Fall 2012	2081	FRNCH-120	Fournier	MWTTH 12:30-1:45pm ATC-114 8/17-12/17
Fall 2011	2081	FRNCH-120	Fournier	MWTTH 12:30-1:45pm ATC-114 8/17-12/17
Spring 2007	8085	FRNCH-121	Fournier	MW 7:00-9:15pm H-113
Spring 2006	8085	FRNCH-121	Fournier	MW 7:00-9:15pm H-113
Spring 2009	8085	FRNCH-121	Fournier	MW 7:00-9:15pm MA-251
Spring 2004	8085	FRNCH-121	Fournier	MW 7:00-9:15pm H-113
Spring 2008	8085	FRNCH-121	Fournier	MW 7:00-9:15pm H-113
Spring 2010	8086	FRNCH-155	Fournier	M 7:00-9:50pm BFL-209
Spring 2011	8086	FRNCH-155	Fournier	M 7:00-9:50pm H-107 1/22-5/27
Spring 2009	8254	FRNCH-220	Fournier	MW 7:00-9:15pm MA-251
Spring 2008	8254	FRNCH-220	Fournier	MW 7:00-9:15pm H-113
Fall 2004	8671	FRNCH-120	Fournier	MW 7:00-9:15pm H-117 8/19-12/19
Fall 2009	8671	FRNCH-120	Fournier	MW 7:00-9:15pm H-117
Fall 2007	8671	FRNCH-120	Fournier	MW 7:00-9:15pm H-117 8/16-12/16
Fall 2006	8671	FRNCH-120	Fournier	MW 7:00-9:15pm H-117
Fall 2005	8671	FRNCH-120	Fournier	MW 7:00-9:15pm H-117
Fall 2003	8671	FRNCH-120	Fournier	MW 7:00-9:15pm H-117
Fall 2010	8671	FRNCH-120	Fournier	MW 7:00-9:15pm H-117
Fall 2008	8671	FRNCH-120	Fournier	MW 7:00-9:15pm H-117
Fall 2003	1316	PSYCH-210	Fournier	M 2:00-4:50pm LA-120
Fall 2001	1316	PSYCH-210	Fournier	M 2:00-4:50pm LA-218
Fall 2002	1316	PSYCH-210	Fournier	M 2:00-4:50pm LA-218
Fall 2006	1548	PSYCH-122	Fournier	MWF 9:00-9:50am LA-120
Fall 2007	1548	PSYCH-122	Fournier	MWF 9:00-9:50am LA-120 8/16-12/16
Fall 2009	1548	PSYCH-122	Fournier	MW 8:00-9:15am LA-121
Fall 2008	1548	PSYCH-122	Fournier	MW 8:00-9:15am LA-121
Fall 2010	1548	PSYCH-122	Fournier	MW 8:00-9:15am LA-121
Fall 2002	1556	PSYCH-122	Fournier	MWF 9:00-9:50am LA-120
Fall 2004	1556	PSYCH-122	Fournier	MWF 9:00-9:50am LA-120 8/19-12/19
Fall 2003	1556	PSYCH-122	Fournier	MWF 9:00-9:50am LA-120
Fall 2001	1556	PSYCH-122	Fournier	MWF 9:00-9:50am LA-120
Fall 2005	1556	PSYCH-122	Fournier	TTH 6:30-7:45am LA-121
Fall 2009	1563	PSYCH-122	Fournier	TTH 8:00-9:15am LA-121
Fall 2010	1563	PSYCH-122	Fournier	TTH 8:00-9:15am LA-121
Fall 2007	1565	PSYCH-122	Fournier	MWF 10:00-10:50am LA-120 8/16-12/16
Fall 2005	1565	PSYCH-122	Fournier	MWF 10:00-10:50am LA-120
Fall 2001	1565	PSYCH-122	Fournier	MWF 10:00-10:50am LA-120
Fall 2003	1565	PSYCH-122	Fournier	MWF 10:00-10:50am LA-120
Fall 2004	1565	PSYCH-122	Fournier	MWF 10:00-10:50am LA-120 8/19-12/19
Fall 2006	1565	PSYCH-122	Fournier	MWF 10:00-10:50am LA-120
Fall 2002	1565	PSYCH-122	Fournier	MWF 10:00-10:50am LA-120
Fall 2002	1568	PSYCH-122	Fournier	MWF 11:00-11:50am LA-121
Fall 2005	1568	PSYCH-122	Fournier	MWF 11:00-11:50am LA-121
Fall 2006	1568	PSYCH-122	Fournier	MWF 11:00-11:50am LA-121
Fall 2004	1568	PSYCH-122	Fournier	MWF 11:00-11:50am LA-121 8/19-12/19
Fall 2007	1568	PSYCH-122	Fournier	MWF 11:00-11:50am LA-121 8/16-12/16
Fall 2003	1568	PSYCH-122	Fournier	MWF 11:00-11:50am LA-121
Fall 2001	1569	PSYCH-122	Fournier	MWF 11:00-11:50am LA-120
Fall 2006	1589	PSYCH-210	Fournier	M 2:00-4:50pm LA-122
Fall 2011	1602	PSYCH-200	Fournier	TTH 9:30-10:45am LA-121 8/17-12/17
Fall 2012	1602	PSYCH-200	Fournier	TTH 9:30-10:45am LA-121 8/17-12/17
Fall 2010	1655	PSYCH-101	Fournier	TTH 9:30-10:45am LA-120
Fall 2007	1655	PSYCH-210	Fournier	TTH 8:00-9:15am LA-121 8/16-12/16
Fall 2006	1655	PSYCH-210	Fournier	TTH 8:00-9:15am LA-121
Fall 2009	1655	PSYCH-210	Fournier	TTH 9:30-10:45am LA-120
Fall 2008	1655	PSYCH-210	Fournier	TTH 8:00-9:15am LA-121
Fall 2002	1655	PSYCH-210	Fournier	TTH 8:00-9:15am LA-121
Fall 2003	1655	PSYCH-210	Fournier	TTH 8:00-9:15am LA-121
Fall 2001	1655	PSYCH-210	Fournier	TTH 8:00-9:15am LA-121
Fall 2004	1655	PSYCH-210	Fournier	TTH 8:00-9:15am LA-121 8/19-12/19
Fall 2005	1655	PSYCH-210	Fournier	TTH 8:00-9:15am LA-121
Spring 2008	1674	PSYCH-122	Fournier	MWF 9:00-9:50am LA-121
Spring 2002	1674	PSYCH-122	Fournier	MWF 9:00-9:50am LA-120
Spring 2010	1674	PSYCH-122	Fournier	MW 8:00-9:15am LA-120
Spring 2004	1674	PSYCH-122	Fournier	MWF 9:00-9:50am LA-120
Spring 2009	1674	PSYCH-122	Fournier	MW 8:00-9:15am LA-121
Spring 2004	1675	PSYCH-122	Fournier	MWF 10:00-10:50am BE-202
Spring 2006	1675	PSYCH-122	Fournier	MWF 10:00-10:50am LA-120
Spring 2010	1675	PSYCH-122	Fournier	TTH 8:00-9:15am LA-120
Spring 2005	1675	PSYCH-122	Fournier	MWF 10:00-10:50am LA-120
Spring 2009	1675	PSYCH-122	Fournier	TTH 8:00-9:15am LA-121
Spring 2007	1675	PSYCH-122	Fournier	MWF 10:00-10:50am LA-120
Spring 2002	1675	PSYCH-122	Fournier	MWF 10:00-10:50am LA-120
Spring 2008	1675	PSYCH-122	Fournier	MWF 10:00-10:50am LA-121
Spring 2002	1678	PSYCH-122	Fournier	MWF 11:00-11:50am LA-121
Spring 2006	1678	PSYCH-122	Fournier	MWF 11:00-11:50am LA-121
Spring 2007	1678	PSYCH-122	Fournier	MWF 11:00-11:50am LA-121
Spring 2005	1678	PSYCH-122	Fournier	MWF 11:00-11:50am LA-121
Spring 2004	1678	PSYCH-122	Fournier	MWF 11:00-11:50am LA-121
Spring 2004	1687	PSYCH-122	Fournier	MWF 7:00-7:50am LA-121
Spring 2004	1689	PSYCH-122	Fournier	MWF 10:00-10:50am BE-202
Spring 2011	1696	PSYCH-200	Fournier	MW 8:00-9:15am LA-120 1/22-5/27
Fall 2014	1700	PSYCH-101	Fournier	MW 9:30-10:50am LA-120
Fall 2013	1700	PSYCH-101	Fournier	MW 9:30-10:50am LA-120
Fall 2009	1701	PSYCH-210	Fournier	MW 9:30-10:45am H-110
Fall 2010	1701	PSYCH-101	Fournier	MW 9:30-10:45am H-110
Fall 2007	1701	PSYCH-210	Fournier	TTH 9:30-10:45am H-110 8/16-12/16
Fall 2005	1701	PSYCH-210	Fournier	MWF 9:00-9:50am H-110
Fall 2008	1701	PSYCH-210	Fournier	MW 9:30-10:45am H-110
Fall 2005	1703	PSYCH-210	Fournier	TTH 9:30-10:45am LA-120
Fall 2006	1703	PSYCH-210	Fournier	TTH 9:30-10:45am LA-120
Fall 2001	1704	PSYCH-210	Fournier	TTH 9:30-10:45am LA-122
Fall 2003	1704	PSYCH-210	Fournier	TTH 9:30-10:45am LA-122
Fall 2002	1704	PSYCH-210	Fournier	TTH 9:30-10:45am LA-120
Fall 2004	1704	PSYCH-210	Fournier	TTH 11:00-12:15pm LA-120 8/19-12/19
Fall 2013	1707	PSYCH-101	Fournier	MW 8:00-9:20am H-110
Fall 2014	1707	PSYCH-101	Fournier	MW 8:00-9:20am H-110
Fall 2008	1708	PSYCH-210	Fournier	TTH 9:30-10:45am LA-121
Fall 2012	1716	PSYCH-101	Fournier	MW 8:00-9:15am H-110 8/17-12/17
Fall 2011	1716	PSYCH-101	Fournier	MW 8:00-9:15am H-110 8/17-12/17
Spring 2013	1723	PSYCH-200	Fournier	TTH 8:00-9:15am LA-121
Spring 2012	1723	PSYCH-200	Fournier	TTH 8:00-9:15am LA-121
Spring 2010	1809	PSYCH-101	Fournier	MW 9:30-10:45am LA-119
Spring 2009	1809	PSYCH-210	Fournier	MW 9:30-10:45am H-110
Spring 2011	1809	PSYCH-101	Fournier	TTH 8:00-9:15am LA-119 1/22-5/27
Spring 2014	1809	PSYCH-101	Fournier	MW 8:00-9:20am H-110
Spring 2004	1810	PSYCH-210	Fournier	TTH 8:00-9:15am LA-121
Spring 2008	1810	PSYCH-210	Fournier	TTH 8:00-9:15am LA-121
Spring 2007	1810	PSYCH-210	Fournier	TTH 11:00-12:15pm LA-120
Spring 2002	1810	PSYCH-210	Fournier	TTH 9:30-10:45am LA-217
Spring 2005	1810	PSYCH-210	Fournier	TTH 8:00-9:15am LA-121
Spring 2006	1810	PSYCH-210	Fournier	TTH 11:00-12:15pm LA-120
Spring 2005	1811	PSYCH-210	Fournier	TTH 9:30-10:45am LA-121
Spring 2002	1811	PSYCH-210	Fournier	TTH 8:00-9:15am LA-122
Spring 2013	1811	PSYCH-101	Fournier	MW 9:30-10:45am LA-121
Spring 2012	1811	PSYCH-101	Fournier	MW 9:30-10:45am LA-121
Spring 2014	1811	PSYCH-101	Fournier	MW 9:30-10:50am LA-121
Spring 2004	1811	PSYCH-210	Fournier	TTH 9:30-10:45am LA-120
Spring 2011	1814	PSYCH-101	Fournier	TTH 9:30-10:45am LA-120 1/22-5/27
Spring 2010	1814	PSYCH-101	Fournier	TTH 11:00-12:15pm LA-122
Spring 2006	1815	PSYCH-210	Fournier	M 2:00-4:50pm LA-122
Spring 2007	1815	PSYCH-210	Fournier	M 2:00-4:50pm LA-122
Spring 2008	1815	PSYCH-210	Fournier	M 2:00-4:50pm LA-122
Spring 2005	1815	PSYCH-210	Fournier	M 2:00-4:50pm LA-122
Spring 2009	1817	PSYCH-210	Fournier	TTH 9:30-10:45am H-110
Spring 2006	1817	PSYCH-210	Fournier	TTH 9:30-10:45am H-110
Spring 2007	1817	PSYCH-210	Fournier	TTH 9:30-10:45am H-110
Spring 2008	1817	PSYCH-210	Fournier	TTH 9:30-10:45am H-110
Spring 2005	1821	PSYCH-210	Fournier	MWF 9:00-9:50am H-110
Spring 2012	1825	PSYCH-101	Fournier	MW 11:00-12:15pm H-110
Spring 2011	1825	PSYCH-101	Fournier	MW 11:00-12:15pm H-110 1/22-5/27
Spring 2013	1825	PSYCH-101	Fournier	MW 11:00-12:15pm H-110
Spring 2002	2985	PSYCH-210	Fournier	M 2:00-5:00pm LA-120
Fall 2014	5199	PSYCH-101	Fournier	online 8/18-10/06
Fall 2013	5199	PSYCH-101	Fournier	online 8/18-10/06
Fall 2012	5199	PSYCH-101	Fournier	online 8/17-10/12
Fall 2011	5199	PSYCH-101	Fournier	online 8/17-10/12
Fall 2013	5414	PSYCH-200	Fournier	online 8/18-10/06
Fall 2014	5414	PSYCH-200	Fournier	online 8/18-10/06
Fall 2014	5481	PSYCH-101	Fournier	online 8/18-10/06
Fall 2013	5481	PSYCH-101	Fournier	online 8/18-10/06
Fall 2011	5481	PSYCH-101	Fournier	online 8/17-10/12
Fall 2012	5481	PSYCH-101	Fournier	online 8/17-10/12
Fall 2012	5482	PSYCH-101	Fournier	online 8/17-10/12
Fall 2011	5482	PSYCH-101	Fournier	online 8/17-10/12
Spring 2014	5549	PSYCH-101	Fournier	online 1/13-3/02
Spring 2012	5549	PSYCH-101	Fournier	online 1/14-3/08
Spring 2013	5549	PSYCH-101	Fournier	online 1/14-3/08
Spring 2013	5550	PSYCH-101	Fournier	online 1/14-3/08
Spring 2012	5550	PSYCH-101	Fournier	online 1/14-3/08
Spring 2014	5550	PSYCH-101	Fournier	online 1/13-3/02
Fall 2004	5582	PSYCH-122	Fournier	MWF 7:00-7:50am LA-120 8/19-12/19
Fall 2001	9058	ECON-220	Fowler	TH 7:00-9:50pm SRV-202
Fall 2006	1803	SOCIO-120	Fox	MW 2:00-3:15pm LA-121
Spring 2007	8257	SOCIO-120	Fox	T 4:00-6:50pm LA-215
Spring 2006	8257	SOCIO-120	Fox	T 4:00-6:50pm LA-215
Spring 2007	8679	SOCIO-120	Fox	W 7:00-9:50pm LA-208A
Spring 2006	8679	SOCIO-120	Fox	W 7:00-9:50pm LA-208A
Fall 2006	8805	SOCIO-120	Fox	TTH 7:00-10:15pm LA-208B 8/22-10/12
Fall 2005	8832	SOCIO-125	Fox	W 4:00-6:50pm BE-202A
Spring 2005	8891	SOCIO-120	Fox	TTH 7:00-9:50pm BE-206 3/21-5/25
Spring 2013	1694	BIOSC-139	Fox	TTHTTH 8:00-10:50am LHS-203
Fall 2013	2675	BIOSC-101	Fox	TTH 9:30-10:50am SC-501
Fall 2014	2675	BIOSC-101	Fox	TTH 9:30-10:50am SC-501
Fall 2014	2676	BIOSC-101	Fox	TTH 12:30-1:50pm LHS-223
Fall 2013	2676	BIOSC-101	Fox	TTH 12:30-1:50pm LHS-223
Spring 2014	2763	BIOSC-139	Fox	MWMW 9:30-10:50am ATC-116
Fall 2013	8491	BIOSC-101	Fox	M 7:00-9:50pm LHS-217
Fall 2014	8491	BIOSC-101	Fox	M 7:00-9:50pm LHS-217
Spring 2011	1339	ITAL-120	Francia Biasin	MWTTH 11:00-12:15pm BFL-212 1/22-5/27
Spring 2014	1339	ITAL-120	Francia Biasin	MWTTH 12:30-1:45pm BFL-111
Spring 2013	1339	ITAL-120	Francia Biasin	MWTTH 12:30-1:45pm BFL-111
Spring 2012	1339	ITAL-120	Francia Biasin	MWTTH 12:30-1:45pm BFL-111
Fall 2013	2165	ITAL-120	Francia Biasin	MWTTH 8:00-9:15am H-113
Fall 2012	2165	ITAL-120	Francia Biasin	MWTTH 12:30-1:45pm BFL-111 8/17-12/17
Fall 2011	2165	ITAL-120	Francia Biasin	MWTTH 12:30-1:45pm BFL-111 8/17-12/17
Fall 2010	2165	ITAL-120	Francia Biasin	MWTTH 11:00-12:15pm BFL-111
Fall 2014	2165	ITAL-120	Francia Biasin	MWTTH 8:00-9:15am H-113
Spring 2010	8091	ITAL-155	Francia Biasin	T 7:00-9:50pm BFL-212
Spring 2010	8092	ITAL-156	Francia Biasin	T 7:00-9:50pm BFL-212
Spring 2009	1028	COUNS-075A	Franco	F 10:00-12:50pm H-113 2/20-3/06
Spring 2010	1689	COUNS-130	Franco	TTH 11:00-12:15pm ATC-114 3/23-5/27
Fall 2011	1981	CARER-110	Franco	MW 11:00-12:15pm ATC-116 8/17-12/17
Fall 2012	1981	CARER-110	Franco	MW 11:00-12:15pm ATC-116 8/17-12/17
Fall 2013	1985	CARER-110	Franco	TTH 9:30-10:50am HSF-292
Fall 2014	1985	CARER-110	Franco	TTH 9:30-10:50am HSF-292
Spring 2013	2808	CARER-110	Franco	MW 11:00-12:15pm ATC-116
Spring 2012	2808	CARER-110	Franco	MW 11:00-12:15pm ATC-116
Fall 2009	2914	COUNS-130	Franco	F 9:30-12:45pm ATC-116 10/02-11/20
Summer 2013	4931	COUNS-095	Franco	MTWTH 8:30-9:45am ATC-107 6/17-7/25
Summer 2011	4931	COUNS-095	Franco	MTWTH 8:30-9:45am ATC-107 6/13-7/21
Summer 2012	4931	COUNS-095	Franco	MTWTH 8:30-9:45am ATC-107 6/18-7/26
Summer 2010	4932	COUNS-095	Franco	MTWTH 8:30-9:45am ATC-116 6/14-7/22
Summer 2014	4932	COUNS-095	Franco	MTWTH 8:30-9:45am ATC-116 6/16-7/24
Spring 2014	5126	CARER-110	Franco	online
Fall 2009	7010	COUNS-095	Franco	TW 4:00-6:50pm H-111 12/01-12/02
Fall 2012	7016	COUNS-095	Franco	S 9:00-12:00pm H-107 12/01-12/01
Spring 2009	7016	COUNS-105	Franco	S 9:00-12:00pm H-113 5/02-5/02
Fall 2009	7017	COUNS-095	Franco	S 9:00-12:00pm H-111 12/05-12/05
Spring 2009	7046	COUNS-105	Franco	S 9:00-12:00pm H-113 5/09-5/09
Summer 2010	7102	COUNS-095	Franco	TW 4:00-6:50pm H-113 6/01-6/02
Summer 2012	7103	COUNS-095	Franco	S 9:00-12:00pm ATC-116 6/09-6/09
Summer 2010	7105	COUNS-095	Franco	S 9:00-12:00pm H-113 6/05-6/05
Summer 2009	7105	COUNS-105	Franco	S 9:00-12:00pm H-113 6/06-6/06
Summer 2013	7113	COUNS-095	Franco	S 9:00-12:00pm ATC-113 6/08-6/08
Summer 2011	7114	COUNS-095	Franco	S 9:00-12:00pm H-111 6/11-6/11
Summer 2013	7122	COUNS-095	Franco	S 9:00-12:00pm ATC-115 6/15-6/15
Summer 2011	7125	COUNS-095	Franco	S 9:00-12:00pm H-113 6/18-6/18
Summer 2009	7125	COUNS-105	Franco	S 9:00-12:00pm H-113 6/20-6/20
Summer 2010	7125	COUNS-095	Franco	S 9:00-12:00pm H-113 6/19-6/19
Spring 2014	7126	COUNS-095	Franco	S 9:00-12:00pm ATC-115 4/12-4/12
Spring 2013	7126	COUNS-095	Franco	S 9:00-12:00pm ATC-115 4/13-4/13
Summer 2011	7127	COUNS-095	Franco	MT 4:00-6:50pm H-113 6/20-6/21
Summer 2012	7134	COUNS-095	Franco	S 9:00-12:00pm MA-103 6/23-6/23
Summer 2010	7136	COUNS-095	Franco	S 9:00-12:00pm JFK S312 7/24-7/24
Summer 2009	7136	COUNS-105	Franco	S 9:00-12:00pm H-113 7/25-7/25
Summer 2010	7138	COUNS-095	Franco	TW 4:00-6:50pm H-113 7/06-7/07
Spring 2014	7139	COUNS-095	Franco	S 9:00-12:00pm ATC-112 4/19-4/19
Summer 2012	7139	COUNS-095	Franco	WTH 3:00-5:50pm SSC-216 7/11-7/12
Summer 2008	7145	COUNS-105	Franco	S 9:00-12:00pm H-113 7/12-7/12
Spring 2013	7147	COUNS-095	Franco	S 9:00-12:00pm ATC-113 4/20-4/20
Summer 2013	7150	COUNS-095	Franco	S 9:00-12:00pm ATC-115 7/13-7/13
Spring 2010	7151	COUNS-095	Franco	S 9:00-12:00pm H-113 5/01-5/01
Spring 2013	7154	COUNS-095	Franco	S 9:00-12:00pm ATC-112 4/27-4/27
Summer 2009	7154	COUNS-105	Franco	S 9:00-12:00pm H-113 7/18-7/18
Summer 2011	7154	COUNS-095	Franco	S 9:00-12:00pm H-113 7/16-7/16
Summer 2010	7154	COUNS-095	Franco	S 9:00-12:00pm H-113 7/17-7/17
Summer 2010	7156	COUNS-095	Franco	WTH 4:00-6:50pm H-113 7/21-7/22
Spring 2009	7156	COUNS-105	Franco	S 9:00-12:00pm H-113 5/16-5/16
Spring 2011	7159	COUNS-095	Franco	MM 9:00-12:00pm LC-103 1/10-1/10
Spring 2010	7159	COUNS-095	Franco	MM 9:00-12:00pm LC-103 1/11-1/11
Spring 2014	7160	COUNS-095	Franco	S 9:00-12:00pm ATC-115 5/17-5/17
Spring 2011	7163	COUNS-095	Franco	S 9:00-12:00pm H-113 5/07-5/07
Spring 2011	7171	COUNS-095	Franco	S 9:00-12:00pm H-113 5/14-5/14
Spring 2010	7171	COUNS-095	Franco	S 9:00-12:00pm H-113 5/15-5/15
Spring 2013	7171	COUNS-095	Franco	S 9:00-12:00pm ATC-115 5/11-5/11
Spring 2011	7172	COUNS-095	Franco	S 9:00-12:00pm H-105 4/30-4/30
Summer 2010	7179	COUNS-095	Franco	S 9:00-12:00pm H-113 7/31-7/31
Spring 2013	7179	COUNS-095	Franco	S 9:00-12:00pm ATC-113 5/18-5/18
Summer 2009	7188	COUNS-105	Franco	TW 9:00-11:50am H-113 8/04-8/05
Summer 2009	7191	COUNS-105	Franco	S 9:00-12:00pm H-113 8/08-8/08
Fall 2010	8182	CARER-110	Franco	W 6:30-9:20pm MA-104
Spring 2011	8362	CARER-110	Franco	W 6:30-9:20pm ATC-114 1/22-5/27
Spring 2012	1753	HIST-120	Francois	TTH 9:30-10:45am H-110
Spring 2013	1753	HIST-120	Francois	TTH 9:30-10:45am H-110
Spring 2014	8145	HIST-120	Francois	W 7:00-9:50pm LA-215
